OBJECTID,fire_id,fire_name,ignition_date,area_ha,perim_km,state,Shape__Area,Shape__Length
76182,,,1939/01/01 00:00:00+00,24789,110,ACT (Australian Capital Territory),0.024550379,1.090293817
111748,,,1939/01/01 00:00:00+00,91,4,ACT (Australian Capital Territory),9.03E-05,0.035279278
240776,,,1939/01/01 00:00:00+00,80,3,ACT (Australian Capital Territory),7.91E-05,0.032928471
250406,,,1939/01/01 00:00:00+00,132,4,ACT (Australian Capital Territory),0.000131528,0.041382282
263907,,,1939/01/01 00:00:00+00,19536,130,ACT (Australian Capital Territory),0.019411434,1.310179231
1440,999,,1939/01/01 00:00:00+00,16651,62,VIC (Victoria),0.016869196,0.637369965
3943,999,,1939/01/01 00:00:00+00,45619,90,VIC (Victoria),0.046533474,0.916890653
9902,999,,1939/01/01 00:00:00+00,32942,104,VIC (Victoria),0.033979678,1.141734031
10882,999,,1939/01/01 00:00:00+00,12816,53,VIC (Victoria),0.013271838,0.562012053
21718,999,,1939/01/01 00:00:00+00,8256,37,VIC (Victoria),0.008427749,0.378518386
30348,999,,1939/01/01 00:00:00+00,986,14,VIC (Victoria),0.001005823,0.143001376
43832,999,,1939/01/01 00:00:00+00,894,13,VIC (Victoria),0.000910254,0.126639598
51861,999,,1939/01/01 00:00:00+00,3901,36,VIC (Victoria),0.00401565,0.341551205
67265,999,,1939/01/01 00:00:00+00,13015,80,VIC (Victoria),0.013235004,0.805267955
75657,999,,1939/01/01 00:00:00+00,5744,36,VIC (Victoria),0.005828929,0.360694687
109170,999,,1939/01/01 00:00:00+00,2733,21,VIC (Victoria),0.002780862,0.217882234
110211,999,,1939/01/01 00:00:00+00,4256,32,VIC (Victoria),0.00434281,0.329124052
110527,999,,1939/01/01 00:00:00+00,288226,286,VIC (Victoria),0.29597534,2.903641028
112321,999,,1939/01/01 00:00:00+00,4528,38,VIC (Victoria),0.004620672,0.381038879
131134,999,,1939/01/01 00:00:00+00,35524,79,VIC (Victoria),0.036380809,0.803544296
133747,999,,1939/01/01 00:00:00+00,482,8,VIC (Victoria),0.000491974,0.084777724
141830,999,,1939/01/01 00:00:00+00,220120,272,VIC (Victoria),0.227444429,2.84355972
146342,999,,1939/01/01 00:00:00+00,10494,48,VIC (Victoria),0.010721351,0.513883158
148691,999,,1939/01/01 00:00:00+00,1299,14,VIC (Victoria),0.001329043,0.143320698
155595,999,,1939/01/01 00:00:00+00,3432,30,VIC (Victoria),0.003535473,0.305871447
155764,999,,1939/01/01 00:00:00+00,63793,101,VIC (Victoria),0.064830258,1.003648132
157579,999,,1939/01/01 00:00:00+00,17047,68,VIC (Victoria),0.017281525,0.685556604
161403,999,,1939/01/01 00:00:00+00,962,13,VIC (Victoria),0.000979226,0.137177663
171022,999,,1939/01/01 00:00:00+00,41073,114,VIC (Victoria),0.041738056,1.099835309
174830,999,,1939/01/01 00:00:00+00,8994,38,VIC (Victoria),0.00927683,0.379383335
175358,999,,1939/01/01 00:00:00+00,2365,20,VIC (Victoria),0.002407803,0.208324432
189495,999,,1939/01/01 00:00:00+00,12132,81,VIC (Victoria),0.012384255,0.836508196
190220,999,,1939/01/01 00:00:00+00,2384394,1431,VIC (Victoria),2.42177154,14.50628963
235086,999,,1939/01/01 00:00:00+00,37643,80,VIC (Victoria),0.038193893,0.836370088
236710,999,,1939/01/01 00:00:00+00,932,11,VIC (Victoria),0.000952261,0.115888375
239372,999,,1939/01/01 00:00:00+00,5774,44,VIC (Victoria),0.005856483,0.428430273
245291,999,,1939/01/01 00:00:00+00,2048,18,VIC (Victoria),0.002088735,0.189462811
256966,999,,1939/01/01 00:00:00+00,6018,35,VIC (Victoria),0.006135639,0.339957198
265754,999,,1939/01/01 00:00:00+00,68933,107,VIC (Victoria),0.070335502,1.075219465
267266,999,,1939/01/01 00:00:00+00,4929,37,VIC (Victoria),0.005037449,0.381976708
289222,999,,1939/01/01 00:00:00+00,27225,65,VIC (Victoria),0.027897688,0.658561873
296173,999,,1939/01/01 00:00:00+00,5641,32,VIC (Victoria),0.005770699,0.320386068
304915,999,,1939/01/01 00:00:00+00,5666,38,VIC (Victoria),0.00575771,0.387131454
784,999,,1983/01/01 00:00:00+00,294,7,VIC (Victoria),0.000298154,0.068841102
3016,P09,,1983/01/01 00:00:00+00,33,2,VIC (Victoria),3.36E-05,0.022847311
4276,999,,1983/01/01 00:00:00+00,40609,256,VIC (Victoria),0.045615573,1.917497048
4565,16,,1983/01/01 00:00:00+00,56,3,VIC (Victoria),5.77E-05,0.028422539
5561,999,,1983/01/01 00:00:00+00,691,12,VIC (Victoria),0.000700823,0.127735279
9359,2,,1983/01/01 00:00:00+00,5778,98,VIC (Victoria),0.005992736,0.526552609
11483,22,EAST TRENTHAM,1983/01/01 00:00:00+00,20041,192,VIC (Victoria),0.020420814,1.911364937
11681,6,,1983/01/01 00:00:00+00,88,4,VIC (Victoria),9.11E-05,0.042813472
13066,999,,1983/01/01 00:00:00+00,6404,56,VIC (Victoria),0.006510658,0.541752244
14773,15,,1983/01/01 00:00:00+00,13,2,VIC (Victoria),1.35E-05,0.018001076
15316, , ,1983/01/01 00:00:00+00,217,15,VIC (Victoria),0.000218842,0.156201866
17136,999,,1983/01/01 00:00:00+00,177,6,VIC (Victoria),0.000179824,0.058309041
23274,22,EAST TRENTHAM,1983/01/01 00:00:00+00,34,2,VIC (Victoria),3.46E-05,0.023991401
24240, ,MACEDON,1983/01/01 00:00:00+00,17,2,VIC (Victoria),1.75E-05,0.017278633
25913,999,,1983/01/01 00:00:00+00,725,10,VIC (Victoria),0.000744331,0.09866909
29938,999,,1983/01/01 00:00:00+00,543,11,VIC (Victoria),0.000548061,0.118067742
32720,999,Cudgee - Ballangeich,1983/01/01 00:00:00+00,41,3,VIC (Victoria),4.22E-05,0.033434042
33518,,1983 Bushfire,1983/01/01 00:00:00+00,345,8,VIC (Victoria),0.000350765,0.086277268
34555,999,,1983/01/01 00:00:00+00,15,1,VIC (Victoria),1.49E-05,0.014182328
37940,999,,1983/01/01 00:00:00+00,79,4,VIC (Victoria),8.07E-05,0.036285042
51363,999,,1983/01/01 00:00:00+00,3222,23,VIC (Victoria),0.003280129,0.23702191
51616,999,,1983/01/01 00:00:00+00,19,2,VIC (Victoria),1.89E-05,0.024457449
51683,P23,Monivae - Buckley Swamp,1983/01/01 00:00:00+00,4139,39,VIC (Victoria),0.00423472,0.404987109
52265,999,Cudgee - Ballangeich,1983/01/01 00:00:00+00,30,3,VIC (Victoria),3.04E-05,0.028403971
56098,24,GREENDALE,1983/01/01 00:00:00+00,15221,89,VIC (Victoria),0.015518575,0.909272893
56434,15,,1983/01/01 00:00:00+00,30,2,VIC (Victoria),3.11E-05,0.021270874
58252,999,,1983/01/01 00:00:00+00,501,10,VIC (Victoria),0.000506154,0.110893363
60540,22,EAST TRENTHAM,1983/01/01 00:00:00+00,11,1,VIC (Victoria),1.08E-05,0.012874914
61418,999,,1983/01/01 00:00:00+00,874,13,VIC (Victoria),0.000897862,0.132854503
62276,999,,1983/01/01 00:00:00+00,400,9,VIC (Victoria),0.000406021,0.095674445
62343,999,,1983/01/01 00:00:00+00,387,18,VIC (Victoria),0.000396598,0.182559175
64492,999,,1983/01/01 00:00:00+00,50,3,VIC (Victoria),5.11E-05,0.029891424
70156,7,,1983/01/01 00:00:00+00,16,2,VIC (Victoria),1.63E-05,0.015270621
70503,999,,1983/01/01 00:00:00+00,751,16,VIC (Victoria),0.000765798,0.167089461
71553,O03,,1983/01/01 00:00:00+00,57,4,VIC (Victoria),5.82E-05,0.039329356
73278,999,Cudgee - Ballangeich,1983/01/01 00:00:00+00,80,5,VIC (Victoria),8.24E-05,0.050093698
77747,999,,1983/01/01 00:00:00+00,18,2,VIC (Victoria),1.81E-05,0.016304868
77870,999,,1983/01/01 00:00:00+00,20,2,VIC (Victoria),2.07E-05,0.019853591
78601,22,EAST TRENTHAM,1983/01/01 00:00:00+00,19,2,VIC (Victoria),1.97E-05,0.019764661
80347,999,,1983/01/01 00:00:00+00,563,15,VIC (Victoria),0.000569481,0.146901619
80501,999,,1983/01/01 00:00:00+00,18,2,VIC (Victoria),1.86E-05,0.018265772
88807,999,,1983/01/01 00:00:00+00,300,12,VIC (Victoria),0.000305531,0.121529811
90010,999,,1983/01/01 00:00:00+00,32,2,VIC (Victoria),3.27E-05,0.021899649
91885,5,,1983/01/01 00:00:00+00,27,2,VIC (Victoria),2.80E-05,0.022329096
92295,999,,1983/01/01 00:00:00+00,30,2,VIC (Victoria),3.08E-05,0.022405587
94634,999,Otways,1983/01/01 00:00:00+00,336,10,VIC (Victoria),0.000346738,0.098612791
95234,,1983 Bushfire - Fire 16,1983/01/01 00:00:00+00,121548,283,VIC (Victoria),0.124053844,2.898761083
97595,999,,1983/01/01 00:00:00+00,497,10,VIC (Victoria),0.0005069,0.105644144
98631,5,,1983/01/01 00:00:00+00,175,7,VIC (Victoria),0.00017678,0.071987925
103870,6,,1983/01/01 00:00:00+00,48,3,VIC (Victoria),4.87E-05,0.029477979
107572,5,,1983/01/01 00:00:00+00,10,1,VIC (Victoria),9.78E-06,0.011342134
111958,999,,1983/01/01 00:00:00+00,312,8,VIC (Victoria),0.000316384,0.079258687
112679,999,,1983/01/01 00:00:00+00,580,13,VIC (Victoria),0.00058684,0.129418451
114176,999,,1983/01/01 00:00:00+00,102,7,VIC (Victoria),0.000104621,0.082383905
117706,999,,1983/01/01 00:00:00+00,35,3,VIC (Victoria),3.56E-05,0.032438673
119654,2,,1983/01/01 00:00:00+00,106,5,VIC (Victoria),0.000107959,0.049777645
120152,22,EAST TRENTHAM,1983/01/01 00:00:00+00,14,2,VIC (Victoria),1.40E-05,0.016200729
123605,10,,1983/01/01 00:00:00+00,136,7,VIC (Victoria),0.000136834,0.077748535
124619,999,,1983/01/01 00:00:00+00,103,5,VIC (Victoria),0.000104175,0.049537079
126248,999,,1983/01/01 00:00:00+00,22790,83,VIC (Victoria),0.023179641,0.856300296
128238,22,EAST TRENTHAM,1983/01/01 00:00:00+00,10,2,VIC (Victoria),9.95E-06,0.023542783
128262,999,,1983/01/01 00:00:00+00,428,13,VIC (Victoria),0.000435888,0.131940983
130813,2,,1983/01/01 00:00:00+00,51,3,VIC (Victoria),5.18E-05,0.028694898
133304,,1983 Bushfire,1983/01/01 00:00:00+00,137,5,VIC (Victoria),0.000138694,0.048978456
133720,3,,1983/01/01 00:00:00+00,436,13,VIC (Victoria),0.000451505,0.139901844
135813,999,Otways,1983/01/01 00:00:00+00,38299,194,VIC (Victoria),0.04032574,1.590855499
138125,,1983 Bushfire,1983/01/01 00:00:00+00,125681,330,VIC (Victoria),0.127774649,3.327571903
139522,22,EAST TRENTHAM,1983/01/01 00:00:00+00,111,6,VIC (Victoria),0.000112886,0.063851814
142216,999,,1983/01/01 00:00:00+00,182,5,VIC (Victoria),0.000186572,0.055450111
143444,999,MACEDON,1983/01/01 00:00:00+00,5547,60,VIC (Victoria),0.005643645,0.614741697
146230,999,,1983/01/01 00:00:00+00,2241,17,VIC (Victoria),0.002295265,0.174819818
146234,22,,1983/01/01 00:00:00+00,104,4,VIC (Victoria),0.00010492,0.039700362
146501,999,,1983/01/01 00:00:00+00,10,2,VIC (Victoria),1.03E-05,0.01500983
151862,999,,1983/01/01 00:00:00+00,15,2,VIC (Victoria),1.57E-05,0.020808417
155350,999,,1983/01/01 00:00:00+00,268682,389,VIC (Victoria),0.273697877,3.99955105
156444,1,,1983/01/01 00:00:00+00,31,2,VIC (Victoria),3.13E-05,0.021490416
158725,999,,1983/01/01 00:00:00+00,995,12,VIC (Victoria),0.001015984,0.124384044
158797,999,,1983/01/01 00:00:00+00,55,3,VIC (Victoria),5.57E-05,0.030291912
162719,999,,1983/01/01 00:00:00+00,14,2,VIC (Victoria),1.46E-05,0.017401713
162972,22,EAST TRENTHAM,1983/01/01 00:00:00+00,17,2,VIC (Victoria),1.74E-05,0.019627525
164685, ,MACEDON,1983/01/01 00:00:00+00,22,2,VIC (Victoria),2.28E-05,0.021894034
166477,999,,1983/01/01 00:00:00+00,5499,33,VIC (Victoria),0.005590698,0.347091908
166772,999,,1983/01/01 00:00:00+00,395,7,VIC (Victoria),0.000404215,0.073867403
167977,6,,1983/01/01 00:00:00+00,15,2,VIC (Victoria),1.48E-05,0.016648096
170359,999,,1983/01/01 00:00:00+00,79,4,VIC (Victoria),7.98E-05,0.043957026
171967,22,EAST TRENTHAM,1983/01/01 00:00:00+00,36,3,VIC (Victoria),3.70E-05,0.033082849
174640,999,Cudgee - Ballangeich,1983/01/01 00:00:00+00,418,12,VIC (Victoria),0.000430991,0.135899471
174998,999,,1983/01/01 00:00:00+00,41,4,VIC (Victoria),4.22E-05,0.043683854
181852,12,,1983/01/01 00:00:00+00,274,7,VIC (Victoria),0.000279342,0.078833389
184447,,Branxholme,1983/01/01 00:00:00+00,205,8,VIC (Victoria),0.000209514,0.086023287
187145,1,,1983/01/01 00:00:00+00,11,1,VIC (Victoria),1.14E-05,0.012427594
187724,999,MACEDON,1983/01/01 00:00:00+00,465,10,VIC (Victoria),0.000472729,0.101266283
189449,,NSW 82/83 Bushfire,1983/01/01 00:00:00+00,10551,52,VIC (Victoria),0.01070568,0.532526774
190328,999,,1983/01/01 00:00:00+00,7153,183,VIC (Victoria),0.007930065,1.077809122
195753,14,,1983/01/01 00:00:00+00,12,1,VIC (Victoria),1.22E-05,0.012955489
201527,22,EAST TRENTHAM,1983/01/01 00:00:00+00,290,11,VIC (Victoria),0.000295097,0.115480555
202030,4,,1983/01/01 00:00:00+00,11,1,VIC (Victoria),1.14E-05,0.013509186
203843,999,Cudgee - Ballangeich,1983/01/01 00:00:00+00,39569,400,VIC (Victoria),0.044253109,3.1442532
210152,,1983 Bushfire,1983/01/01 00:00:00+00,552,10,VIC (Victoria),0.000562357,0.109369271
210387,999,,1983/01/01 00:00:00+00,3811,31,VIC (Victoria),0.003852496,0.323345214
210598,99,,1983/01/01 00:00:00+00,17,2,VIC (Victoria),1.78E-05,0.016455304
215640,22,EAST TRENTHAM,1983/01/01 00:00:00+00,2398,70,VIC (Victoria),0.002445673,0.70775026
220534,999,,1983/01/01 00:00:00+00,358,8,VIC (Victoria),0.000363939,0.081303293
221195,999,,1983/01/01 00:00:00+00,956,11,VIC (Victoria),0.000972737,0.115392309
222951,3,,1983/01/01 00:00:00+00,12272,69,VIC (Victoria),0.012575114,0.70482833
227738,999,,1983/01/01 00:00:00+00,296,6,VIC (Victoria),0.000302837,0.06657436
228623,4,,1983/01/01 00:00:00+00,34,2,VIC (Victoria),3.47E-05,0.0251331
231320,23,,1983/01/01 00:00:00+00,1215,16,VIC (Victoria),0.001259368,0.171033973
233483,999,,1983/01/01 00:00:00+00,639,11,VIC (Victoria),0.000644846,0.108167519
235986,999,,1983/01/01 00:00:00+00,937,11,VIC (Victoria),0.000957858,0.119424774
239609,999,,1983/01/01 00:00:00+00,65,3,VIC (Victoria),6.55E-05,0.034066507
239994,999,,1983/01/01 00:00:00+00,178,6,VIC (Victoria),0.000181565,0.060842045
240678,P24,,1983/01/01 00:00:00+00,557,11,VIC (Victoria),0.000568163,0.108339548
245461,999,,1983/01/01 00:00:00+00,65,3,VIC (Victoria),6.62E-05,0.033631331
247477,10,,1983/01/01 00:00:00+00,31380,126,VIC (Victoria),0.032162833,1.217257028
248362,99,,1983/01/01 00:00:00+00,28,2,VIC (Victoria),2.86E-05,0.023803106
257069,7,,1983/01/01 00:00:00+00,154,5,VIC (Victoria),0.000158156,0.051247632
266099,999,,1983/01/01 00:00:00+00,200,6,VIC (Victoria),0.000203898,0.058762188
271389,999,,1983/01/01 00:00:00+00,6927,43,VIC (Victoria),0.007014098,0.424370806
273791,999,,1983/01/01 00:00:00+00,310,7,VIC (Victoria),0.000317945,0.074331262
274584,22,EAST TRENTHAM,1983/01/01 00:00:00+00,16,2,VIC (Victoria),1.62E-05,0.018592861
277848,999,,1983/01/01 00:00:00+00,464,9,VIC (Victoria),0.000471658,0.090661957
280349,16,,1983/01/01 00:00:00+00,20,2,VIC (Victoria),1.96E-05,0.016372001
280608,999,Cudgee - Ballangeich,1983/01/01 00:00:00+00,374,15,VIC (Victoria),0.00038474,0.160713979
282969,999,,1983/01/01 00:00:00+00,598,13,VIC (Victoria),0.000605219,0.119771005
285140,999,,1983/01/01 00:00:00+00,49,5,VIC (Victoria),4.99E-05,0.046153079
287899,22,EAST TRENTHAM,1983/01/01 00:00:00+00,64,5,VIC (Victoria),6.56E-05,0.051682015
289984,999,,1983/01/01 00:00:00+00,74,4,VIC (Victoria),7.44E-05,0.037516343
290824,999,,1983/01/01 00:00:00+00,1085,40,VIC (Victoria),0.00111824,0.400001571
297176,999,,1983/01/01 00:00:00+00,696,11,VIC (Victoria),0.0007015,0.112319414
299218,999,,1983/01/01 00:00:00+00,192,8,VIC (Victoria),0.000195912,0.083325948
304779,7,,1983/01/01 00:00:00+00,205,6,VIC (Victoria),0.000209683,0.059099215
305625,1,,1983/01/01 00:00:00+00,17,2,VIC (Victoria),1.69E-05,0.017403934
66317,24,GREENDALE,1983/01/08 00:00:00+00,15221,89,VIC (Victoria),0.015518575,0.909272898
279779,,fire boundary Landsat & o,1983/01/09 00:00:00+00,33923,120,ACT (Australian Capital Territory),0.033797613,1.175753232
95206,999,MACEDON,1983/02/01 00:00:00+00,465,10,VIC (Victoria),0.000472729,0.101266284
132817,999,MACEDON,1983/02/01 00:00:00+00,5547,60,VIC (Victoria),0.005643645,0.614741697
165856,999,MACEDON,1983/02/01 00:00:00+00,17,2,VIC (Victoria),1.75E-05,0.017278634
272614,999,MACEDON,1983/02/01 00:00:00+00,22,2,VIC (Victoria),2.28E-05,0.021894033
14804,0,,1983/02/16 00:00:00+00,9148,273,SA (South Australia),0.009639988,1.580347545
16025,0,,1983/02/16 00:00:00+00,15,2,SA (South Australia),1.51E-05,0.017855648
23872,0,,1983/02/16 00:00:00+00,12,3,SA (South Australia),1.19E-05,0.026520425
42829,0,,1983/02/16 00:00:00+00,11,2,SA (South Australia),1.06E-05,0.021293717
53948,0,,1983/02/16 00:00:00+00,2757,71,SA (South Australia),0.002764545,0.612397851
69063,0,,1983/02/16 00:00:00+00,192,16,SA (South Australia),0.0001896,0.159617495
71066,0,,1983/02/16 00:00:00+00,21,2,SA (South Australia),2.12E-05,0.023507845
77257,0,,1983/02/16 00:00:00+00,149,8,SA (South Australia),0.000149309,0.078919671
80342,0,,1983/02/16 00:00:00+00,44,8,SA (South Australia),4.33E-05,0.084039826
80611,0,,1983/02/16 00:00:00+00,24,3,SA (South Australia),2.37E-05,0.028279248
85378,0,,1983/02/16 00:00:00+00,13,2,SA (South Australia),1.30E-05,0.019338597
101859,0,,1983/02/16 00:00:00+00,111,10,SA (South Australia),0.000113289,0.085958691
106616,0,,1983/02/16 00:00:00+00,14,2,SA (South Australia),1.42E-05,0.019538194
120682,0,,1983/02/16 00:00:00+00,12,2,SA (South Australia),1.23E-05,0.023867433
124973,0,,1983/02/16 00:00:00+00,165,10,SA (South Australia),0.000162845,0.09632412
126468,0,,1983/02/16 00:00:00+00,155,17,SA (South Australia),0.000153029,0.167732239
132782,0,,1983/02/16 00:00:00+00,22,3,SA (South Australia),2.16E-05,0.032063332
148323,0,,1983/02/16 00:00:00+00,221,24,SA (South Australia),0.000238821,0.17258655
152682,0,,1983/02/16 00:00:00+00,213,21,SA (South Australia),0.00022626,0.159004975
158514,0,,1983/02/16 00:00:00+00,10,2,SA (South Australia),9.79E-06,0.01738931
158964,0,,1983/02/16 00:00:00+00,2073,138,SA (South Australia),0.002263913,0.986658297
161860,0,,1983/02/16 00:00:00+00,10,2,SA (South Australia),9.88E-06,0.01987489
166635,0,,1983/02/16 00:00:00+00,61,12,SA (South Australia),6.01E-05,0.126276474
181029,0,,1983/02/16 00:00:00+00,17,3,SA (South Australia),1.66E-05,0.027028901
209266,0,,1983/02/16 00:00:00+00,15865,385,SA (South Australia),0.016539257,2.470842563
244362,0,,1983/02/16 00:00:00+00,96,7,SA (South Australia),9.49E-05,0.070426984
254816,0,,1983/02/16 00:00:00+00,55,6,SA (South Australia),5.39E-05,0.058354285
255477,0,,1983/02/16 00:00:00+00,102,11,SA (South Australia),0.000110508,0.072831854
256164,0,,1983/02/16 00:00:00+00,11,2,SA (South Australia),1.11E-05,0.022267316
269274,0,,1983/02/16 00:00:00+00,44,3,SA (South Australia),4.37E-05,0.036286646
288049,0,,1983/02/16 00:00:00+00,18,3,SA (South Australia),1.75E-05,0.030047472
296860,0,,1983/02/16 00:00:00+00,16,4,SA (South Australia),1.63E-05,0.036583598
301058,0,,1983/02/16 00:00:00+00,165,14,SA (South Australia),0.000175215,0.112747478
311830,0,Clays Wells Fire,1983/02/16 00:00:00+00,116572,1398,SA (South Australia),0.074936266,3.707911518
311831,0,Clays Wells Fire,1983/02/16 00:00:00+00,116572,1398,SA (South Australia),0.011386318,1.593946375
311832,0,Clays Wells Fire,1983/02/16 00:00:00+00,116572,1398,SA (South Australia),0.036969998,2.447180694
3356,22,EAST TRENTHAM,1983/02/16 00:00:00+00,10,2,VIC (Victoria),9.95E-06,0.023542797
40119,22,EAST TRENTHAM,1983/02/16 00:00:00+00,2398,70,VIC (Victoria),0.002445673,0.70775026
58912,22,EAST TRENTHAM,1983/02/16 00:00:00+00,64,5,VIC (Victoria),6.56E-05,0.051682016
59663,22,EAST TRENTHAM,1983/02/16 00:00:00+00,111,6,VIC (Victoria),0.000112886,0.063851816
80823,22,EAST TRENTHAM,1983/02/16 00:00:00+00,17,2,VIC (Victoria),1.74E-05,0.019627524
81771,22,EAST TRENTHAM,1983/02/16 00:00:00+00,34,2,VIC (Victoria),3.46E-05,0.023991399
130431,22,EAST TRENTHAM,1983/02/16 00:00:00+00,11,1,VIC (Victoria),1.08E-05,0.012874917
180154,22,EAST TRENTHAM,1983/02/16 00:00:00+00,290,11,VIC (Victoria),0.000295097,0.115480547
216793,22,EAST TRENTHAM,1983/02/16 00:00:00+00,36,3,VIC (Victoria),3.70E-05,0.033082853
223171,22,EAST TRENTHAM,1983/02/16 00:00:00+00,19,2,VIC (Victoria),1.97E-05,0.019764662
247748,22,EAST TRENTHAM,1983/02/16 00:00:00+00,20041,192,VIC (Victoria),0.020420814,1.91136497
291412,22,EAST TRENTHAM,1983/02/16 00:00:00+00,16,2,VIC (Victoria),1.62E-05,0.018592863
294833,22,EAST TRENTHAM,1983/02/16 00:00:00+00,14,2,VIC (Victoria),1.40E-05,0.016200728
30810,47,,2009/02/04 00:00:00+00,10,1,VIC (Victoria),1.03E-05,0.015232398
45076,47,,2009/02/04 00:00:00+00,109,5,VIC (Victoria),0.0001116,0.054174932
193749,47,,2009/02/04 00:00:00+00,26126,229,VIC (Victoria),0.02752356,1.889809607
223225,47,,2009/02/04 00:00:00+00,45,4,VIC (Victoria),4.67E-05,0.040289277
272393,47,,2009/02/04 00:00:00+00,17,2,VIC (Victoria),1.72E-05,0.019855647
309021,47,,2009/02/04 00:00:00+00,80,5,VIC (Victoria),8.23E-05,0.056469335
9975,60,,2009/02/07 00:00:00+00,105,5,VIC (Victoria),0.000107553,0.05378104
17358,30,Horsham - Vectis,2009/02/07 00:00:00+00,554,33,VIC (Victoria),0.000558959,0.334659812
18480,37,,2009/02/07 00:00:00+00,85,13,VIC (Victoria),8.59E-05,0.134000111
28033,39,,2009/02/07 00:00:00+00,681,16,VIC (Victoria),0.000684938,0.157055452
35074,30,Horsham - Vectis,2009/02/07 00:00:00+00,1783,65,VIC (Victoria),0.001798901,0.672655266
35931,60,,2009/02/07 00:00:00+00,12,2,VIC (Victoria),1.22E-05,0.019063138
43610,37,,2009/02/07 00:00:00+00,48,3,VIC (Victoria),4.89E-05,0.031616563
49241,58,,2009/02/07 00:00:00+00,147,15,VIC (Victoria),0.000151821,0.147886097
49719,60,,2009/02/07 00:00:00+00,652,35,VIC (Victoria),0.000736099,0.257609805
55335,84,,2009/02/07 00:00:00+00,179,9,VIC (Victoria),0.000183442,0.088401239
55692,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,44,5,VIC (Victoria),4.52E-05,0.047869646
71425,39,,2009/02/07 00:00:00+00,10,1,VIC (Victoria),9.96E-06,0.012563016
75045,55,,2009/02/07 00:00:00+00,16,2,VIC (Victoria),1.60E-05,0.020464531
77997,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,250,9,VIC (Victoria),0.000257385,0.089283637
94106,56,,2009/02/07 00:00:00+00,40,5,VIC (Victoria),4.06E-05,0.049907538
95817,37,,2009/02/07 00:00:00+00,29,3,VIC (Victoria),2.90E-05,0.02733212
109324,39,,2009/02/07 00:00:00+00,13,1,VIC (Victoria),1.26E-05,0.01505542
112231,37,,2009/02/07 00:00:00+00,33,4,VIC (Victoria),3.40E-05,0.038132963
117712,39,,2009/02/07 00:00:00+00,603,24,VIC (Victoria),0.000606356,0.245520563
119322,52,,2009/02/07 00:00:00+00,136,10,VIC (Victoria),0.000138527,0.102278152
123309,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,1891,26,VIC (Victoria),0.001952835,0.267432521
128837,39,,2009/02/07 00:00:00+00,22,2,VIC (Victoria),2.18E-05,0.025155599
134351,37,,2009/02/07 00:00:00+00,184,11,VIC (Victoria),0.000186991,0.109154062
158886,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,11,2,VIC (Victoria),1.16E-05,0.018471345
161748,39,,2009/02/07 00:00:00+00,63,5,VIC (Victoria),6.30E-05,0.056409777
161801,60,,2009/02/07 00:00:00+00,10,4,VIC (Victoria),9.81E-06,0.039309523
173783,60,,2009/02/07 00:00:00+00,11,2,VIC (Victoria),1.09E-05,0.018867127
177957,39,,2009/02/07 00:00:00+00,13,2,VIC (Victoria),1.33E-05,0.019738769
181570,37,,2009/02/07 00:00:00+00,10,1,VIC (Victoria),1.01E-05,0.014476255
190719,60,,2009/02/07 00:00:00+00,334,14,VIC (Victoria),0.000340695,0.141708182
197671,39,,2009/02/07 00:00:00+00,128,7,VIC (Victoria),0.000129328,0.06553399
208399,999,Lynbrook,2009/02/07 00:00:00+00,10,2,VIC (Victoria),1.01E-05,0.016987438
220744,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,49,4,VIC (Victoria),5.07E-05,0.03856447
228285,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,22,2,VIC (Victoria),2.27E-05,0.023590711
230613,10,,2009/02/07 00:00:00+00,1006,63,VIC (Victoria),0.001064689,0.518020278
235817,9,,2009/02/07 00:00:00+00,1767,28,VIC (Victoria),0.001810224,0.283462381
239680,60,,2009/02/07 00:00:00+00,47,3,VIC (Victoria),4.79E-05,0.032564607
243989,37,,2009/02/07 00:00:00+00,27,3,VIC (Victoria),2.71E-05,0.034749451
252426,10,,2009/02/07 00:00:00+00,80,5,VIC (Victoria),8.19E-05,0.04913416
257849,39,,2009/02/07 00:00:00+00,16,2,VIC (Victoria),1.56E-05,0.022504957
258202,60,,2009/02/07 00:00:00+00,16320,78,VIC (Victoria),0.016651987,0.799461274
259227,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,20804,219,VIC (Victoria),0.02184377,1.683164911
264991,81,,2009/02/07 00:00:00+00,7083,253,VIC (Victoria),0.00747617,1.907807292
270291,37,,2009/02/07 00:00:00+00,12,3,VIC (Victoria),1.20E-05,0.026292813
270798,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,43,4,VIC (Victoria),4.47E-05,0.041640803
285974,82,,2009/02/07 00:00:00+00,321,17,VIC (Victoria),0.000324146,0.167416609
286344,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,15,2,VIC (Victoria),1.57E-05,0.022651696
287092,8,Churchill - Jeeralang,2009/02/07 00:00:00+00,986,18,VIC (Victoria),0.001019018,0.183069685
