OBJECTID,fire_id,fire_name,ignition_date,area_ha,perim_km,state,Shape__Area,Shape__Length
87441,999,,2019/11/07 00:00:00+00,6787,378,WA (Western Australia),0.007097984,1.773993927
89332,999,,2019/11/07 00:00:00+00,11,2,WA (Western Australia),1.05E-05,0.02187878
96851,999,,2019/11/07 00:00:00+00,547,54,WA (Western Australia),0.000599006,0.314578895
106254,999,,2019/11/07 00:00:00+00,220,12,WA (Western Australia),0.000199981,0.116212575
107372,999,,2019/11/07 00:00:00+00,336,29,WA (Western Australia),0.0003236,0.235289619
112200,999,,2019/11/07 00:00:00+00,20,5,WA (Western Australia),1.85E-05,0.051144139
114868,999,,2019/11/07 00:00:00+00,20602,849,WA (Western Australia),0.025578201,2.98869107
115441,999,,2019/11/07 00:00:00+00,44,7,WA (Western Australia),4.06E-05,0.06986083
121335,999,,2019/11/07 00:00:00+00,21,4,WA (Western Australia),1.92E-05,0.037815895
126302,999,,2019/11/07 00:00:00+00,1743,77,WA (Western Australia),0.001677408,0.435884677
138622,999,,2019/11/07 00:00:00+00,13,3,WA (Western Australia),1.19E-05,0.024630809
139880,999,,2019/11/07 00:00:00+00,141,13,WA (Western Australia),0.000128634,0.121788475
140496,999,,2019/11/07 00:00:00+00,46,5,WA (Western Australia),4.22E-05,0.051919639
142994,999,,2019/11/07 00:00:00+00,11,3,WA (Western Australia),9.84E-06,0.029275634
148387,999,,2019/11/07 00:00:00+00,16,3,WA (Western Australia),1.51E-05,0.025422254
149085,999,,2019/11/07 00:00:00+00,76,7,WA (Western Australia),6.89E-05,0.065846428
155069,999,,2019/11/07 00:00:00+00,457,74,WA (Western Australia),0.000446513,0.632089775
160656,999,,2019/11/07 00:00:00+00,60607,1730,WA (Western Australia),0.062407792,6.707167543
164108,999,,2019/11/07 00:00:00+00,174,15,WA (Western Australia),0.00015997,0.139347753
165767,999,,2019/11/07 00:00:00+00,39,7,WA (Western Australia),3.62E-05,0.064776197
172126,999,,2019/11/07 00:00:00+00,43,8,WA (Western Australia),3.96E-05,0.078303972
174928,999,,2019/11/07 00:00:00+00,89,9,WA (Western Australia),8.26E-05,0.085756287
183818,999,,2019/11/07 00:00:00+00,13,3,WA (Western Australia),1.18E-05,0.026649412
184695,999,,2019/11/07 00:00:00+00,141,13,WA (Western Australia),0.000132273,0.110114352
185972,999,,2019/11/07 00:00:00+00,560,46,WA (Western Australia),0.000531988,0.38520219
193320,999,,2019/11/07 00:00:00+00,8605,359,WA (Western Australia),0.008820318,2.072867397
193551,999,,2019/11/07 00:00:00+00,56,9,WA (Western Australia),5.37E-05,0.082499229
200541,999,,2019/11/07 00:00:00+00,12,2,WA (Western Australia),1.07E-05,0.02302557
209305,BF 2019 PIL 003,Condawanna bore,2019/11/07 00:00:00+00,4180,420,WA (Western Australia),0.004093804,1.44124978
217085,999,,2019/11/07 00:00:00+00,95,9,WA (Western Australia),8.62E-05,0.086756472
221962,999,,2019/11/07 00:00:00+00,20,3,WA (Western Australia),1.85E-05,0.029348595
226709,999,,2019/11/07 00:00:00+00,44252,2510,WA (Western Australia),0.049742253,7.856174566
228171,999,,2019/11/07 00:00:00+00,11,2,WA (Western Australia),1.01E-05,0.020382339
247074,999,,2019/11/07 00:00:00+00,2257,134,WA (Western Australia),0.002144044,1.054149086
267894,999,,2019/11/07 00:00:00+00,17,3,WA (Western Australia),1.57E-05,0.031955014
278763,999,,2019/11/07 00:00:00+00,33,9,WA (Western Australia),3.08E-05,0.088865071
281062,999,,2019/11/07 00:00:00+00,142,18,WA (Western Australia),0.000133248,0.151547553
296669,999,,2019/11/07 00:00:00+00,87,11,WA (Western Australia),7.87E-05,0.104769504
299076,999,,2019/11/07 00:00:00+00,60575,2580,WA (Western Australia),0.065988443,9.525365184
301775,999,,2019/11/07 00:00:00+00,676,79,WA (Western Australia),0.000657293,0.679704802
304063,999,,2019/11/07 00:00:00+00,12,2,WA (Western Australia),1.07E-05,0.0215518
308552,999,,2019/11/07 00:00:00+00,16,3,WA (Western Australia),1.47E-05,0.031624538
310654,999,,2019/11/07 00:00:00+00,97293,4357,WA (Western Australia),0.037834033,4.920850106
310655,999,,2019/11/07 00:00:00+00,97293,4357,WA (Western Australia),0.030124744,3.896418787
310656,999,,2019/11/07 00:00:00+00,97293,4357,WA (Western Australia),0.042554021,4.792092635
226628,BF 2019 MOR 002,Woodbine Road,2019/11/08 00:00:00+00,402,10,WA (Western Australia),0.000379469,0.104729436
15254,,Girramay National Park/NP/W/2019/009,2019/11/09 00:00:00+00,198,18,QLD (Queensland),0.000168662,0.166177574
146652,,McLeay State Forest/NP/W/2019/002,2019/11/09 00:00:00+00,2203,23,QLD (Queensland),0.001971659,0.215800057
78150,BF 2019 SWC 029,"Joyce Road, Gnangara",2019/11/09 00:00:00+00,14,2,WA (Western Australia),1.36E-05,0.022886632
183523,,Archer Point Conservation Park/NP/W/2019/001,2019/11/10 00:00:00+00,19,2,QLD (Queensland),1.56E-05,0.01865883
300170,BF 2019 EKM 025,Mirima East,2019/11/10 00:00:00+00,7230,185,WA (Western Australia),0.006220083,1.155353337
308268,BF 2019 EKM 024,Workers camp,2019/11/10 00:00:00+00,10,1,WA (Western Australia),8.55E-06,0.01286923
271934,19111256731,"Harper St, Greta",2019/11/11 00:00:00+00,13,2,NSW (New South Wales),1.24E-05,0.017892292
297774,19111256731,"Harper St, Greta",2019/11/11 00:00:00+00,20,2,NSW (New South Wales),1.97E-05,0.021695627
79416,,Girramay National Park/NP/W/2019/008,2019/11/11 00:00:00+00,55,6,QLD (Queensland),4.66E-05,0.05726502
28224,201911013,Duck Ponds,2019/11/11 00:00:00+00,222,9,SA (South Australia),0.00021932,0.088954576
176367,0,White Hut,2019/11/11 00:00:00+00,122,6,SA (South Australia),0.000120097,0.053814222
184131,1780100,UNKNOWN -,2019/11/11 00:00:00+00,37,3,VIC (Victoria),3.66E-05,0.025940567
13151,,Pechey State Forest/NP/W/2019/001,2019/11/12 00:00:00+00,21160,164,QLD (Queensland),0.019287191,1.573607969
33802,BF 2019 SWC 032,"Ellenbrook Road, Ellenbrook",2019/11/12 00:00:00+00,23,3,WA (Western Australia),2.16E-05,0.028037241
30874,19111457570,"Guyra Rd, Ebor",2019/11/13 00:00:00+00,19,2,NSW (New South Wales),1.76E-05,0.021823005
53332,19111457570,"Guyra Rd, Ebor",2019/11/13 00:00:00+00,22815,108,NSW (New South Wales),0.021423084,1.060800674
185577,,Noosa North Shore - First Cutting/NP/W/2020/002,2019/11/13 00:00:00+00,53,3,QLD (Queensland),4.76E-05,0.030799772
245713,,Noosa North Shore - First Cutting/NP/W/2020/001,2019/11/13 00:00:00+00,50,3,QLD (Queensland),4.56E-05,0.030666436
305214,,Burrum Coast National Park/NP/W/2019/002,2019/11/13 00:00:00+00,6660,45,QLD (Queensland),0.005962331,0.434184087
59151,BF 2019 GER 003,Glenfield Beach,2019/11/13 00:00:00+00,28,3,WA (Western Australia),2.60E-05,0.030055855
133680,BF 2019 BWD 015,Patane Rd,2019/11/13 00:00:00+00,11,4,WA (Western Australia),1.11E-05,0.042234917
160094,BF 2019 GER 002,Moloney Street,2019/11/13 00:00:00+00,34,4,WA (Western Australia),3.18E-05,0.04082617
239416,0,Minlaton,2019/11/14 00:00:00+00,26,2,SA (South Australia),2.52E-05,0.025838084
7090,999,,2019/11/14 00:00:00+00,46,7,WA (Western Australia),4.55E-05,0.054993148
14013,999,,2019/11/14 00:00:00+00,12,2,WA (Western Australia),1.06E-05,0.021821956
19557,999,,2019/11/14 00:00:00+00,86,7,WA (Western Australia),7.90E-05,0.069534379
27160,999,,2019/11/14 00:00:00+00,126,20,WA (Western Australia),0.0001186,0.182098222
33890,999,,2019/11/14 00:00:00+00,91,14,WA (Western Australia),8.43E-05,0.133929213
34061,999,,2019/11/14 00:00:00+00,109,15,WA (Western Australia),0.000100026,0.141421278
34139,999,,2019/11/14 00:00:00+00,205,31,WA (Western Australia),0.000206471,0.247852346
34895,999,,2019/11/14 00:00:00+00,439,39,WA (Western Australia),0.00041768,0.3278538
40907,999,,2019/11/14 00:00:00+00,22,4,WA (Western Australia),2.04E-05,0.039570098
41087,999,,2019/11/14 00:00:00+00,10,3,WA (Western Australia),9.42E-06,0.024676828
41637,999,,2019/11/14 00:00:00+00,48,6,WA (Western Australia),4.49E-05,0.05228837
43187,999,,2019/11/14 00:00:00+00,19103,613,WA (Western Australia),0.019480202,2.443590291
50262,999,,2019/11/14 00:00:00+00,29,5,WA (Western Australia),2.64E-05,0.049594502
53865,999,,2019/11/14 00:00:00+00,35,8,WA (Western Australia),3.26E-05,0.079443582
57834,999,,2019/11/14 00:00:00+00,38,7,WA (Western Australia),3.62E-05,0.06039118
61043,999,,2019/11/14 00:00:00+00,56,10,WA (Western Australia),5.32E-05,0.089255849
64037,999,,2019/11/14 00:00:00+00,19,5,WA (Western Australia),1.76E-05,0.05005183
73865,999,,2019/11/14 00:00:00+00,27,5,WA (Western Australia),2.53E-05,0.051372244
78741,999,,2019/11/14 00:00:00+00,18,3,WA (Western Australia),1.64E-05,0.032013331
88373,999,,2019/11/14 00:00:00+00,174,12,WA (Western Australia),0.000160811,0.107655898
90065,999,,2019/11/14 00:00:00+00,40,10,WA (Western Australia),3.70E-05,0.096341558
96018,999,,2019/11/14 00:00:00+00,3973,201,WA (Western Australia),0.003872317,1.20486116
96340,999,,2019/11/14 00:00:00+00,10,2,WA (Western Australia),9.62E-06,0.021337911
96913,999,,2019/11/14 00:00:00+00,42,7,WA (Western Australia),3.92E-05,0.064279417
98694,999,,2019/11/14 00:00:00+00,619,38,WA (Western Australia),0.000593618,0.272724315
100054,999,,2019/11/14 00:00:00+00,62,7,WA (Western Australia),5.63E-05,0.063408109
101580,999,,2019/11/14 00:00:00+00,35,6,WA (Western Australia),3.23E-05,0.061672436
105859,999,,2019/11/14 00:00:00+00,27,5,WA (Western Australia),2.49E-05,0.04335472
108603,999,,2019/11/14 00:00:00+00,21,4,WA (Western Australia),1.93E-05,0.039298321
109046,999,,2019/11/14 00:00:00+00,37,6,WA (Western Australia),3.33E-05,0.060557685
110156,999,,2019/11/14 00:00:00+00,104,13,WA (Western Australia),0.00010091,0.110646961
111190,999,,2019/11/14 00:00:00+00,24,5,WA (Western Australia),2.23E-05,0.051751327
112487,999,,2019/11/14 00:00:00+00,22,5,WA (Western Australia),2.05E-05,0.044184051
115260,BF 2019 PIL 005,Collier Range,2019/11/14 00:00:00+00,15,3,WA (Western Australia),1.35E-05,0.029326533
115536,999,,2019/11/14 00:00:00+00,100,9,WA (Western Australia),9.37E-05,0.084581221
120997,999,,2019/11/14 00:00:00+00,16,2,WA (Western Australia),1.48E-05,0.020866119
121922,999,,2019/11/14 00:00:00+00,2306,129,WA (Western Australia),0.002171066,1.018525736
126829,999,,2019/11/14 00:00:00+00,560,52,WA (Western Australia),0.000590625,0.333815055
128158,999,,2019/11/14 00:00:00+00,13,3,WA (Western Australia),1.17E-05,0.032619193
130398,999,,2019/11/14 00:00:00+00,54,8,WA (Western Australia),4.97E-05,0.071028389
140288,999,,2019/11/14 00:00:00+00,152,21,WA (Western Australia),0.000140641,0.205503077
143140,999,,2019/11/14 00:00:00+00,2011,169,WA (Western Australia),0.00207806,0.909666344
144129,999,,2019/11/14 00:00:00+00,65,11,WA (Western Australia),6.03E-05,0.105632407
156128,999,,2019/11/14 00:00:00+00,42,6,WA (Western Australia),3.86E-05,0.060707769
163408,999,,2019/11/14 00:00:00+00,13,2,WA (Western Australia),1.20E-05,0.021398642
165484,999,,2019/11/14 00:00:00+00,10,3,WA (Western Australia),9.50E-06,0.028850939
165804,999,,2019/11/14 00:00:00+00,252,26,WA (Western Australia),0.000228485,0.242623616
166937,999,,2019/11/14 00:00:00+00,39,7,WA (Western Australia),3.61E-05,0.068872226
171626,999,,2019/11/14 00:00:00+00,851,75,WA (Western Australia),0.000855812,0.504519278
171662,999,,2019/11/14 00:00:00+00,28,5,WA (Western Australia),2.74E-05,0.044569006
173287,999,,2019/11/14 00:00:00+00,31,6,WA (Western Australia),2.86E-05,0.055036137
180111,999,,2019/11/14 00:00:00+00,33,4,WA (Western Australia),3.11E-05,0.034817373
180233,999,,2019/11/14 00:00:00+00,35,7,WA (Western Australia),3.70E-05,0.049092625
184822,999,,2019/11/14 00:00:00+00,13,5,WA (Western Australia),1.21E-05,0.046430747
186485,999,,2019/11/14 00:00:00+00,356,27,WA (Western Australia),0.000337585,0.22286878
190032,999,,2019/11/14 00:00:00+00,557,30,WA (Western Australia),0.000526759,0.241848903
194471,999,,2019/11/14 00:00:00+00,59,10,WA (Western Australia),5.78E-05,0.0791262
198654,999,,2019/11/14 00:00:00+00,35,7,WA (Western Australia),3.20E-05,0.069662339
198696,999,,2019/11/14 00:00:00+00,216,24,WA (Western Australia),0.000250465,0.157591485
199354,999,,2019/11/14 00:00:00+00,1280,100,WA (Western Australia),0.001286185,0.621668521
200486,999,,2019/11/14 00:00:00+00,50,9,WA (Western Australia),4.70E-05,0.082985704
203363,999,,2019/11/14 00:00:00+00,27617,954,WA (Western Australia),0.028234929,4.170796994
204095,999,,2019/11/14 00:00:00+00,37,5,WA (Western Australia),3.53E-05,0.038166747
205903,999,,2019/11/14 00:00:00+00,73,10,WA (Western Australia),6.79E-05,0.09834059
222027,999,,2019/11/14 00:00:00+00,21,4,WA (Western Australia),1.93E-05,0.037434824
229703,999,,2019/11/14 00:00:00+00,377,37,WA (Western Australia),0.000350457,0.357183662
229865,999,,2019/11/14 00:00:00+00,11,3,WA (Western Australia),9.83E-06,0.024151348
242616,999,,2019/11/14 00:00:00+00,136,12,WA (Western Australia),0.000127624,0.115008391
243108,999,,2019/11/14 00:00:00+00,216,18,WA (Western Australia),0.000198845,0.165951101
243545,999,,2019/11/14 00:00:00+00,46,6,WA (Western Australia),4.24E-05,0.05796115
243595,999,,2019/11/14 00:00:00+00,398,28,WA (Western Australia),0.000367814,0.252306154
245919,999,,2019/11/14 00:00:00+00,77,12,WA (Western Australia),7.80E-05,0.093386842
246463,999,,2019/11/14 00:00:00+00,243,45,WA (Western Australia),0.000259514,0.330626611
247485,999,,2019/11/14 00:00:00+00,12,4,WA (Western Australia),1.07E-05,0.03534281
251339,999,,2019/11/14 00:00:00+00,22,3,WA (Western Australia),1.98E-05,0.029986436
251484,999,,2019/11/14 00:00:00+00,172,18,WA (Western Australia),0.000165365,0.147093707
253172,999,,2019/11/14 00:00:00+00,79,13,WA (Western Australia),7.32E-05,0.125119623
255114,999,,2019/11/14 00:00:00+00,30,5,WA (Western Australia),2.79E-05,0.048995989
257998,999,,2019/11/14 00:00:00+00,20,5,WA (Western Australia),1.93E-05,0.049629136
258568,999,,2019/11/14 00:00:00+00,513,30,WA (Western Australia),0.000481745,0.257842768
265573,999,,2019/11/14 00:00:00+00,154,20,WA (Western Australia),0.000147958,0.171815967
266261,BF 2019 EKM 026,Lilly Creek,2019/11/14 00:00:00+00,65,6,WA (Western Australia),5.73E-05,0.0469962
268176,999,,2019/11/14 00:00:00+00,91,12,WA (Western Australia),8.42E-05,0.112214582
272468,999,,2019/11/14 00:00:00+00,91,11,WA (Western Australia),8.46E-05,0.107850891
274294,999,,2019/11/14 00:00:00+00,58,9,WA (Western Australia),5.35E-05,0.08468466
276000,999,,2019/11/14 00:00:00+00,21,3,WA (Western Australia),1.89E-05,0.025800716
277370,999,,2019/11/14 00:00:00+00,16269,531,WA (Western Australia),0.016127801,3.110999996
280436,999,,2019/11/14 00:00:00+00,272,28,WA (Western Australia),0.000248062,0.265604109
281610,999,,2019/11/14 00:00:00+00,272,42,WA (Western Australia),0.000315425,0.25152725
281722,999,,2019/11/14 00:00:00+00,10,2,WA (Western Australia),9.07E-06,0.019949223
282481,999,,2019/11/14 00:00:00+00,283,39,WA (Western Australia),0.00031285,0.242550109
283743,999,,2019/11/14 00:00:00+00,1367,128,WA (Western Australia),0.00136139,0.820519614
285851,999,,2019/11/14 00:00:00+00,200,19,WA (Western Australia),0.000186575,0.170379945
286332,999,,2019/11/14 00:00:00+00,23,5,WA (Western Australia),2.19E-05,0.044323284
287243,999,,2019/11/14 00:00:00+00,92,12,WA (Western Australia),9.13E-05,0.100022481
288399,999,,2019/11/14 00:00:00+00,24,6,WA (Western Australia),2.23E-05,0.059448777
289838,999,,2019/11/14 00:00:00+00,46,7,WA (Western Australia),4.25E-05,0.070340231
291027,999,,2019/11/14 00:00:00+00,81,12,WA (Western Australia),7.56E-05,0.117649309
293254,999,,2019/11/14 00:00:00+00,149,14,WA (Western Australia),0.000135054,0.125556772
293464,999,,2019/11/14 00:00:00+00,12,3,WA (Western Australia),1.12E-05,0.031231108
294868,999,,2019/11/14 00:00:00+00,145,12,WA (Western Australia),0.000136072,0.109014255
297748,999,,2019/11/14 00:00:00+00,2157,71,WA (Western Australia),0.00205357,0.512738231
299395,999,,2019/11/14 00:00:00+00,59,8,WA (Western Australia),5.55E-05,0.068552441
301508,999,,2019/11/14 00:00:00+00,26,5,WA (Western Australia),2.41E-05,0.044148793
303399,999,,2019/11/14 00:00:00+00,48,9,WA (Western Australia),4.45E-05,0.089255187
303641,999,,2019/11/14 00:00:00+00,329,30,WA (Western Australia),0.00030012,0.284038824
304747,999,,2019/11/14 00:00:00+00,33,7,WA (Western Australia),3.04E-05,0.065532434
308356,999,,2019/11/14 00:00:00+00,46,8,WA (Western Australia),4.23E-05,0.075974755
54310,19112860493,Banyabba,2019/11/15 00:00:00+00,274,13,NSW (New South Wales),0.000254241,0.126467973
200117,19112860493,Banyabba,2019/11/15 00:00:00+00,12853,128,NSW (New South Wales),0.012996383,0.776714228
162149,10715,Golden Gate Road Mathinna,2019/11/15 00:00:00+00,1290,17,TAS (Tasmania),0.001391169,0.173417303
53378,BF 2019 WKM 009,12 mile,2019/11/15 00:00:00+00,3709,119,WA (Western Australia),0.003294278,0.698759512
106051,,Ningi/NP/W/2019/001,2019/11/16 00:00:00+00,19,2,QLD (Queensland),1.72E-05,0.016663504
116226,,Springvale Station Nature Refuge/NP/W/2019/001,2019/11/16 00:00:00+00,11841,54,QLD (Queensland),0.00998488,0.49265832
171841,,Moreton Island National Park/NP/W/2019/002,2019/11/16 00:00:00+00,5774,41,QLD (Queensland),0.005255876,0.38562658
261843,,Coominglah State Forest/NP/W/2019/001,2019/11/16 00:00:00+00,23,5,QLD (Queensland),2.06E-05,0.042308752
37397,,Girringun National Park/NP/W/2019/003,2019/11/17 00:00:00+00,5608,32,QLD (Queensland),0.004798785,0.298348669
298876,,Staaten River National Park/NP/W/2019/002,2019/11/17 00:00:00+00,31877,114,QLD (Queensland),0.026999237,1.059416639
43536,BF 2019 PIL 006,Meenthena Well 6,2019/11/17 00:00:00+00,2070,214,WA (Western Australia),0.002091235,0.860440955
205005,BF 2019 ESP 002,River Rd,2019/11/17 00:00:00+00,751,18,WA (Western Australia),0.00072852,0.172858458
10980,,Yerilla State Forest/NP/W/2019/001,2019/11/18 00:00:00+00,582,10,QLD (Queensland),0.000522572,0.092058109
152467,,Danbulla National Park/NP/W/2019/001,2019/11/18 00:00:00+00,2659,36,QLD (Queensland),0.00225794,0.328219053
161565,,Coominglah State Forest/NP/W/2019/002,2019/11/18 00:00:00+00,139,6,QLD (Queensland),0.000123838,0.054631854
77409,0,Wokurna,2019/11/18 00:00:00+00,124,7,SA (South Australia),0.00012041,0.070447307
272363,BF 2019 GLD 017,West Credo UCL,2019/11/18 00:00:00+00,18145,717,WA (Western Australia),0.01792868,4.655296076
107908,,Deer Reserve/NP/W/2019/001,2019/11/19 00:00:00+00,185,5,QLD (Queensland),0.000168504,0.050992668
38952,BF 2019 GLD 018,NE Coonana TR,2019/11/19 00:00:00+00,17164,625,WA (Western Australia),0.018076027,2.905991688
43330,BF 2019 CWB 002,Ennuin,2019/11/19 00:00:00+00,1428,122,WA (Western Australia),0.001371472,1.067097421
122780,BF 2019 WKM 010,Mt Ord,2019/11/19 00:00:00+00,6074,363,WA (Western Australia),0.005810494,2.21803335
134260,BF 2019 ESP 003,Boyatup,2019/11/19 00:00:00+00,2998,138,WA (Western Australia),0.002996916,0.97875378
296323,19112159107,El Dorado Road,2019/11/20 00:00:00+00,2563,33,NSW (New South Wales),0.002405632,0.316622113
173099,,Fraser Island State Forest/NP/W/2019/001,2019/11/20 00:00:00+00,18639,104,QLD (Queensland),0.016759484,0.979935305
127284,0,Appila,2019/11/20 00:00:00+00,535,15,SA (South Australia),0.000516713,0.14090136
160151,0,Price,2019/11/20 00:00:00+00,281,8,SA (South Australia),0.000275368,0.07809469
256400,201911014,Yorketown,2019/11/20 00:00:00+00,4931,87,SA (South Australia),0.004922407,0.79356248
293030,0,Beaufort,2019/11/20 00:00:00+00,199,7,SA (South Australia),0.000194633,0.067526884
166358,BF 2019 GLD 021,Burra Rock,2019/11/20 00:00:00+00,18179,592,WA (Western Australia),0.020123909,2.576556113
200454,BF 2019 GLD 019,Mt Elvire,2019/11/20 00:00:00+00,254,13,WA (Western Australia),0.000236252,0.123013596
287716,,Pluto Timber Reserve/NP/W/2019/001,2019/11/21 00:00:00+00,11710,47,QLD (Queensland),0.010454544,0.446813191
8308,1764991,MALLEE HWY,2019/11/21 00:00:00+00,18,2,VIC (Victoria),1.75E-05,0.016901775
30552,8,UPPER MURRAY 8 - ESKDALE - MT ELMO,2019/11/21 00:00:00+00,13,2,VIC (Victoria),1.36E-05,0.02126373
55889,26,TAMBO 26 - NUNNET - RAINBOW TRACK,2019/11/21 00:00:00+00,45,5,VIC (Victoria),4.56E-05,0.052486918
58852,16,OVENS 16 - CARBOOR - CARBOOR-EDI TRACK,2019/11/21 00:00:00+00,11,1,VIC (Victoria),1.14E-05,0.013888705
63022,10,UPPER MURRAY 10 - GRANITE FLAT - BULL HILL 02,2019/11/21 00:00:00+00,439,21,VIC (Victoria),0.000456083,0.167788491
72297,15,UPPER MURRAY 15 - TALLANGATTA VALLEY - POWERLINE T,2019/11/21 00:00:00+00,10,2,VIC (Victoria),9.90E-06,0.018916839
78549,48,MURRAY GOLDFIELDS 48 - ROCHESTER - BURGOINE ROAD,2019/11/21 00:00:00+00,414,17,VIC (Victoria),0.000415506,0.175286727
78709,47,MURRAY GOLDFIELDS 47 - BUCKRABANYULE - BUCKRABANYU,2019/11/21 00:00:00+00,10,2,VIC (Victoria),9.69E-06,0.025544328
91445,46,MURRAY GOLDFIELDS 46 - STRATHALLAN - ODEA RD,2019/11/21 00:00:00+00,23,2,VIC (Victoria),2.33E-05,0.023248823
114479,8,UPPER MURRAY 8 - ESKDALE - MT ELMO,2019/11/21 00:00:00+00,34,3,VIC (Victoria),3.39E-05,0.032451729
114910,9,UPPER MURRAY 9 - GRANITE FLAT - BULL HILL 01,2019/11/21 00:00:00+00,379,29,VIC (Victoria),0.000395233,0.23719057
146738,44,MURRAY GOLDFIELDS 44 - TALBOT - FIRMANS ROAD,2019/11/21 00:00:00+00,18,2,VIC (Victoria),1.80E-05,0.023804171
173653,8,UPPER MURRAY 8 - ESKDALE - MT ELMO,2019/11/21 00:00:00+00,138,12,VIC (Victoria),0.000143231,0.110519544
202275,13,UPPER MURRAY 13 - SANDY CREEK - SANDY CREEK TRK,2019/11/21 00:00:00+00,138,5,VIC (Victoria),0.00013896,0.052988627
282730,3,UPPER MURRAY 3 - MONGANS BRIDGE - MT TAWONGA,2019/11/21 00:00:00+00,2319,88,VIC (Victoria),0.002398891,0.652090365
284797,2,UPPER MURRAY 2 - ESKDALE - GODDESS ROAD,2019/11/21 00:00:00+00,11,1,VIC (Victoria),1.06E-05,0.012799493
284854,8,UPPER MURRAY 8 - ESKDALE - MT ELMO,2019/11/21 00:00:00+00,3606,222,VIC (Victoria),0.00392583,1.447132849
10391,999,,2019/11/21 00:00:00+00,6907,338,WA (Western Australia),0.007220982,1.564537704
10945,999,,2019/11/21 00:00:00+00,3834,177,WA (Western Australia),0.003705971,1.33191938
11888,999,,2019/11/21 00:00:00+00,30,4,WA (Western Australia),2.73E-05,0.03780352
13331,999,,2019/11/21 00:00:00+00,1051,61,WA (Western Australia),0.001016207,0.455217398
15193,999,,2019/11/21 00:00:00+00,87,11,WA (Western Australia),8.40E-05,0.094657634
24885,999,,2019/11/21 00:00:00+00,2561,150,WA (Western Australia),0.002516656,1.027479975
26754,999,,2019/11/21 00:00:00+00,50,5,WA (Western Australia),4.56E-05,0.050305157
27734,999,,2019/11/21 00:00:00+00,31,4,WA (Western Australia),2.81E-05,0.03923535
38466,999,,2019/11/21 00:00:00+00,27,4,WA (Western Australia),2.50E-05,0.033882446
38808,999,,2019/11/21 00:00:00+00,79,10,WA (Western Australia),7.58E-05,0.084780605
42275,999,,2019/11/21 00:00:00+00,33,5,WA (Western Australia),3.08E-05,0.053428722
44136,999,,2019/11/21 00:00:00+00,13,2,WA (Western Australia),1.23E-05,0.019534048
49662,999,,2019/11/21 00:00:00+00,63,6,WA (Western Australia),5.89E-05,0.058600987
57219,999,,2019/11/21 00:00:00+00,144,16,WA (Western Australia),0.0001357,0.144981575
59416,999,,2019/11/21 00:00:00+00,151,14,WA (Western Australia),0.000138629,0.136548916
74371,999,,2019/11/21 00:00:00+00,70,8,WA (Western Australia),6.39E-05,0.077095098
78914,999,,2019/11/21 00:00:00+00,33,4,WA (Western Australia),2.98E-05,0.03675182
83344,999,,2019/11/21 00:00:00+00,11,3,WA (Western Australia),1.03E-05,0.024530443
83471,999,,2019/11/21 00:00:00+00,177,21,WA (Western Australia),0.000176471,0.151406544
89209,999,,2019/11/21 00:00:00+00,375,34,WA (Western Australia),0.000356752,0.29177662
98474,999,,2019/11/21 00:00:00+00,31,3,WA (Western Australia),2.90E-05,0.030518711
102709,999,,2019/11/21 00:00:00+00,2136,102,WA (Western Australia),0.002008931,0.815112476
106845,999,,2019/11/21 00:00:00+00,16,4,WA (Western Australia),1.52E-05,0.034062624
107038,999,,2019/11/21 00:00:00+00,1786,124,WA (Western Australia),0.001723283,0.928438217
110252,999,,2019/11/21 00:00:00+00,482,40,WA (Western Australia),0.000454683,0.342324193
115014,999,,2019/11/21 00:00:00+00,1741,83,WA (Western Australia),0.001681816,0.67254195
117933,999,,2019/11/21 00:00:00+00,336,25,WA (Western Australia),0.00032136,0.18217456
119053,999,,2019/11/21 00:00:00+00,22,4,WA (Western Australia),2.06E-05,0.035626547
119673,999,,2019/11/21 00:00:00+00,58,10,WA (Western Australia),6.68E-05,0.062142103
126014,999,,2019/11/21 00:00:00+00,14,2,WA (Western Australia),1.24E-05,0.018973321
143469,999,,2019/11/21 00:00:00+00,346,20,WA (Western Australia),0.000319336,0.187955586
146255,999,,2019/11/21 00:00:00+00,41,5,WA (Western Australia),3.73E-05,0.049673904
151233,999,,2019/11/21 00:00:00+00,37,7,WA (Western Australia),3.43E-05,0.072805737
160387,999,,2019/11/21 00:00:00+00,224,21,WA (Western Australia),0.000217477,0.177375238
170822,999,,2019/11/21 00:00:00+00,36,3,WA (Western Australia),3.35E-05,0.032969887
180187,999,,2019/11/21 00:00:00+00,25,4,WA (Western Australia),2.29E-05,0.040026588
183304,BF 2019 GLD 047,Yeo North East,2019/11/21 00:00:00+00,6974,401,WA (Western Australia),0.007283985,2.434972902
183646,999,,2019/11/21 00:00:00+00,118,11,WA (Western Australia),0.000109166,0.102274474
186377,999,,2019/11/21 00:00:00+00,1900,120,WA (Western Australia),0.001867667,0.869004514
198510,BF 2019 PHS 027,Helena Road,2019/11/21 00:00:00+00,61,4,WA (Western Australia),5.87E-05,0.036766285
202134,999,,2019/11/21 00:00:00+00,178,11,WA (Western Australia),0.000164884,0.101943603
212538,999,,2019/11/21 00:00:00+00,178,18,WA (Western Australia),0.000179788,0.142581737
214614,999,,2019/11/21 00:00:00+00,226,22,WA (Western Australia),0.000212731,0.183502065
